,Test score (Accuracy),Train score (Accuracy),Number of trainable parameters,Number of layers,Regularization methods,Number of epochs,Loss function,Optimizer,Embedding dimension 
0,0.8285,0.7284,"617,441",8,dropout,5,binary_crossentropy,Adam,LSTM
